audio_file,transcript_file,phoneme_transcript_file,phonemes,fluency
./data/aligned_audio_revised/aligned_audio_sample_61.wav,./data/aligned_transcript_revised/aligned_audio_sample_61_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_61_phonemes.txt,l u n a i ɲ c ɹ iː s d̪ a v ɑ ʎ ʉ m,I
./data/aligned_audio_revised/aligned_audio_sample_62.wav,./data/aligned_transcript_revised/aligned_audio_sample_62_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_62_phonemes.txt,s ɛ t a n a l a m f a s ɛ v ə n a m,I
./data/aligned_audio_revised/aligned_audio_sample_63.wav,./data/aligned_transcript_revised/aligned_audio_sample_63_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_63_phonemes.txt,s ɛ t a ɹ i m aj n d a f a d̪ a mʲ iː tʲ ɪ ŋ a t t̪ ɹ iː p iː ɛ m,I
./data/aligned_audio_revised/aligned_audio_sample_64.wav,./data/aligned_transcript_revised/aligned_audio_sample_64_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_64_phonemes.txt,ç e l u n a h aw a j ə,I
./data/aligned_audio_revised/aligned_audio_sample_65.wav,./data/aligned_transcript_revised/aligned_audio_sample_65_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_65_phonemes.txt,ç e l u n a ʉː i z spn spn,I
./data/aligned_audio_revised/aligned_audio_sample_66.wav,./data/aligned_transcript_revised/aligned_audio_sample_66_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_66_phonemes.txt,aj l u n a aj l ɐ v j ə,I
./data/aligned_audio_revised/aligned_audio_sample_67.wav,./data/aligned_transcript_revised/aligned_audio_sample_67_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_67_phonemes.txt,c iː i z n a t a k s ɛ s ə b ə l,I
./data/aligned_audio_revised/aligned_audio_sample_68.wav,./data/aligned_transcript_revised/aligned_audio_sample_68_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_68_phonemes.txt,p ʎ iː s k ɒ n ʈ a ʈ d̪ a p ə ʎ iː s,I
./data/aligned_audio_revised/aligned_audio_sample_70.wav,./data/aligned_transcript_revised/aligned_audio_sample_70_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_70_phonemes.txt,aj l ɐ f cʰ æ t,B
./data/aligned_audio_revised/aligned_audio_sample_71.wav,./data/aligned_transcript_revised/aligned_audio_sample_71_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_71_phonemes.txt,aj a m a k ʉː l m ɒ m,I
./data/aligned_audio_revised/aligned_audio_sample_72.wav,./data/aligned_transcript_revised/aligned_audio_sample_72_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_72_phonemes.txt,aj a f ə f a s t ʈ ə m ɒ ɹ oː f a spn,I
./data/aligned_audio_revised/aligned_audio_sample_73.wav,./data/aligned_transcript_revised/aligned_audio_sample_73_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_73_phonemes.txt,ʋ iː h əw p j ə ɐ n d ə s t a n a s i ʈ ʉː eː ʃ ə n a n k ə n ʈʲ i ɲ ʉː ə k oː ɒ p ə ɹ eː ʈ ʋ ɪ d̪ a s,I
./data/aligned_audio_revised/aligned_audio_sample_74.wav,./data/aligned_transcript_revised/aligned_audio_sample_74_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_74_phonemes.txt,ʋ iː l ʊ k f ɒ ɹ ɚ d ə k ə n ʈʲ ɪ ɲ ʉː ɪ ŋ ə s aː v j ə,I
./data/aligned_audio_revised/aligned_audio_sample_75.wav,./data/aligned_transcript_revised/aligned_audio_sample_75_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_75_phonemes.txt,a ɡ e n ʋ iː spn f a spn spn,I
./data/aligned_audio_revised/aligned_audio_sample_76.wav,./data/aligned_transcript_revised/aligned_audio_sample_76_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_76_phonemes.txt,ʋ ɒ ʈ i z j ɒ ɹ n e m,P
./data/aligned_audio_revised/aligned_audio_sample_77.wav,./data/aligned_transcript_revised/aligned_audio_sample_77_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_77_phonemes.txt,t̪ a ŋ k j ə,I
./data/aligned_audio_revised/aligned_audio_sample_78.wav,./data/aligned_transcript_revised/aligned_audio_sample_78_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_78_phonemes.txt,ʋ ɛ l k ə m ə spn,B
./data/aligned_audio_revised/aligned_audio_sample_79.wav,./data/aligned_transcript_revised/aligned_audio_sample_79_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_79_phonemes.txt,cʰ æ ʃ b a k ɑ f ɚ,I
./data/aligned_audio_revised/aligned_audio_sample_81.wav,./data/aligned_transcript_revised/aligned_audio_sample_81_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_81_phonemes.txt,s ɑ ɹ i,B
./data/aligned_audio_revised/aligned_audio_sample_82.wav,./data/aligned_transcript_revised/aligned_audio_sample_82_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_82_phonemes.txt,aj a m h ɐ ɲ ɟ ɹ i p ʎ iː s fʲ iː d ɛ mʲ iː,P
./data/aligned_audio_revised/aligned_audio_sample_83.wav,./data/aligned_transcript_revised/aligned_audio_sample_83_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_83_phonemes.txt,ɹ ɛ k ɔ m ɛ n d ɛ mʲ iː d̪ a ɲ i a bʲ i b ɹ ɛ k f a s t p l e s ɛ s,P
./data/aligned_audio_revised/aligned_audio_sample_84.wav,./data/aligned_transcript_revised/aligned_audio_sample_84_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_84_phonemes.txt,ç e l u n a k ʊ ɖ j ə ɹ ɛ k ɔ m ɛ n d ɛ mʲ iː s ɐ m b ɹ ɛ k f a s t p l e s ɛ z,P
./data/aligned_audio_revised/aligned_audio_sample_85.wav,./data/aligned_transcript_revised/aligned_audio_sample_85_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_85_phonemes.txt,k ʊ ɖ j ə p ɒː z d̪ a s ɑ ŋ n aw p ʎ iː z,P
./data/aligned_audio_revised/aligned_audio_sample_86.wav,./data/aligned_transcript_revised/aligned_audio_sample_86_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_86_phonemes.txt,əw p ə n k ə m ɑː n ɖ p ɹ ɑ m p t l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_87.wav,./data/aligned_transcript_revised/aligned_audio_sample_87_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_87_phonemes.txt,l u n a ɹ i f ɹ ɛ ʃ d̪ ɪ s p eː dʒ p ʎ iː z,P
./data/aligned_audio_revised/aligned_audio_sample_88.wav,./data/aligned_transcript_revised/aligned_audio_sample_88_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_88_phonemes.txt,l u n a s ɛ n d d̪ a ɛ m e ɫ ə spn spn s e i ŋ ɡ aj d ə n l ɐ f j ə ɛ ɲ i m ɒ ɹ,P
./data/aligned_audio_revised/aligned_audio_sample_89.wav,./data/aligned_transcript_revised/aligned_audio_sample_89_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_89_phonemes.txt,l u n a p ʎ iː s s ɛ n d d̪ a ɛ m e ɫ ə spn spn a n p ʎ iː s s e æ t aj ʋ ɒ z dʒ ɐ s t dʒ əw c ɪ ŋ aj ɲ iː d ç i m i n m ɑ l aj f a n aj l ɐ f ç i m v ɛ ɹ i m ɐ tʃ a n aj ʋ ɒ n ʈ ə bʲ i ʋ ɪ d̪ ç i m f ɔ ɹ ɛ v a a n p ʎ iː z ʈ ɛ l ç i m ə m a ɹ i ɛ mʲ iː ʋ ɪ d̪ ɪ n ʋ ɒ n ʋ iː k,P
./data/aligned_audio_revised/aligned_audio_sample_90.wav,./data/aligned_transcript_revised/aligned_audio_sample_90_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_90_phonemes.txt,ç e l u n a k ʊ ɖ j ə p l e s iː k a n d ɛ s t ɹ ɔj b aj m ə tʰ æ ʎ ɪ k ə,P
./data/aligned_audio_revised/aligned_audio_sample_92.wav,./data/aligned_transcript_revised/aligned_audio_sample_92_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_92_phonemes.txt,p l e spn spn s ɑ ŋ s,P
./data/aligned_audio_revised/aligned_audio_sample_93.wav,./data/aligned_transcript_revised/aligned_audio_sample_93_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_93_phonemes.txt,p ʎ iː s p l e a ɹ a n d ɔ m spn a n j ʉ tʰ ʉ b,P
./data/aligned_audio_revised/aligned_audio_sample_94.wav,./data/aligned_transcript_revised/aligned_audio_sample_94_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_94_phonemes.txt,aj ʋ ɒ z d ɔj ŋ dʒ ɐ s f aj n b ə f ɒ ɹ aj m ɛ t j ə,P
./data/aligned_audio_revised/aligned_audio_sample_97.wav,./data/aligned_transcript_revised/aligned_audio_sample_97_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_97_phonemes.txt,l u n a h aw a j ə,B
./data/aligned_audio_revised/aligned_audio_sample_98.wav,./data/aligned_transcript_revised/aligned_audio_sample_98_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_98_phonemes.txt,l u n a spn,B
./data/aligned_audio_revised/aligned_audio_sample_99.wav,./data/aligned_transcript_revised/aligned_audio_sample_99_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_99_phonemes.txt,ʋ ɒ ʈ d ej i z i l u n a,B
./data/aligned_audio_revised/aligned_audio_sample_100.wav,./data/aligned_transcript_revised/aligned_audio_sample_100_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_100_phonemes.txt,l u n a əw p ə n spn,I
./data/aligned_audio_revised/aligned_audio_sample_101.wav,./data/aligned_transcript_revised/aligned_audio_sample_101_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_101_phonemes.txt,əw p ə n j ʉ tʰ ʉ b l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_102.wav,./data/aligned_transcript_revised/aligned_audio_sample_102_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_102_phonemes.txt,ʋ ɒ ʈ s d̪ a ʋ ɛ d̪ ə l aj k ʈ ə ɖ eː l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_103.wav,./data/aligned_transcript_revised/aligned_audio_sample_103_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_103_phonemes.txt,l u n a k ɒː l spn a n ʋ ɒ ʈ s a p,P
./data/aligned_audio_revised/aligned_audio_sample_104.wav,./data/aligned_transcript_revised/aligned_audio_sample_104_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_104_phonemes.txt,l u n a ʃ ɐ d aw n d̪ a k ə m pʲ ʉː ʈ ə,I
./data/aligned_audio_revised/aligned_audio_sample_105.wav,./data/aligned_transcript_revised/aligned_audio_sample_105_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_105_phonemes.txt,l u n a spn,P
./data/aligned_audio_revised/aligned_audio_sample_106.wav,./data/aligned_transcript_revised/aligned_audio_sample_106_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_106_phonemes.txt,p ə ʈ ð a k ə m pʲ ʉː ʈ ə ə s ʎ i p l u n a,I
./data/aligned_audio_revised/aligned_audio_sample_107.wav,./data/aligned_transcript_revised/aligned_audio_sample_107_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_107_phonemes.txt,l aw a d̪ a v ɑ ʎ ʉ m l ɛ v ə ɫ l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_108.wav,./data/aligned_transcript_revised/aligned_audio_sample_108_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_108_phonemes.txt,l u n a ʈ eː k a spn,P
./data/aligned_audio_revised/aligned_audio_sample_109.wav,./data/aligned_transcript_revised/aligned_audio_sample_109_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_109_phonemes.txt,aj fʲ iː l s a d l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_110.wav,./data/aligned_transcript_revised/aligned_audio_sample_110_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_110_phonemes.txt,l u n a dʲ i s e b ʊ ɫ ʋ aj f aj,I
./data/aligned_audio_revised/aligned_audio_sample_111.wav,./data/aligned_transcript_revised/aligned_audio_sample_111_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_111_phonemes.txt,l u n a ʋ ɒ ʈ d ej i z ʈ ə ɖ eː,P
./data/aligned_audio_revised/aligned_audio_sample_112.wav,./data/aligned_transcript_revised/aligned_audio_sample_112_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_112_phonemes.txt,d aw n l əw d ʋ ɪ n ɖ oː z ɐ p d ej t l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_113.wav,./data/aligned_transcript_revised/aligned_audio_sample_113_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_113_phonemes.txt,l u n a s ɛ t d̪ a mʲ iː tʲ i n ɹ i m aj n d a f a ʈ ʉː p iː ɛ m,P
./data/aligned_audio_revised/aligned_audio_sample_114.wav,./data/aligned_transcript_revised/aligned_audio_sample_114_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_114_phonemes.txt,s ɛ t d̪ a ʈ aj m ə f a f aj v mʲ i ɲ i t s l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_115.wav,./data/aligned_transcript_revised/aligned_audio_sample_115_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_115_phonemes.txt,əw p ə n s ɛ tʲ i ŋ ɡ z l u n a,P
./data/aligned_audio_revised/aligned_audio_sample_116.wav,./data/aligned_transcript_revised/aligned_audio_sample_116_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_116_phonemes.txt,ç e l u n a tʃ ɛ k f a s ɪ s t ə m ɐ p d ej t s,P
./data/aligned_audio_revised/aligned_audio_sample_117.wav,./data/aligned_transcript_revised/aligned_audio_sample_117_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_117_phonemes.txt,l u n a k ə n ɛ k ʈ ə spn h ɑ t s p ɑ t,I
./data/aligned_audio_revised/aligned_audio_sample_118.wav,./data/aligned_transcript_revised/aligned_audio_sample_118_words.txt,./data/aligned_phonemes_revised/aligned_audio_sample_118_phonemes.txt,l u n a ɡ əw ə spn spn spn,I
